tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2010-06-30,4069,RIO CEBALLOS,Córdoba,Importado,2010,10,TODO TERRENO,047,FORD,881,KUGA TITANIUM 2.5T AT 4X4 L,1,Privado,Física,RIO CEBALLOS,CORDOBA,Masculino,1979,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2007-09-28,4069,RIO CEBALLOS,Córdoba,Protocolo 21,2007,05,SEDAN 5 PTAS,044,FIAT,645,PALIO ELX 1.4 8V,1,Privado,Física,RIO CEBALLOS,CORDOBA,Masculino,1945,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2008-07-15,4069,RIO CEBALLOS,Córdoba,Nacional,2008,22,FURGON,34,PEUGEOT,DT,PARTNER FURGON D PLC CONFORT,1,Privado,Física,RIO CEBALLOS,CORDOBA,Masculino,1982,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2006-09-21,1161,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Protocolo 21,2006,05,SEDAN 5 PTAS,136,VOLKSWAGEN,359,CROSSFOX 1.6,1,Privado,Física,NUEVE DE ABRIL,BUENOS AIRES,Masculino,1973,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1998-12-30,1164,MAR DEL PLATA Nº 06,Buenos Aires,Importado,1998,05,SEDAN 5 PTAS,047,FORD,114,MONDEO GHIA /1998,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1996-02-15,1168,MORON Nº 06,Buenos Aires,Nacional,1996,18,SEDAN 3 PTAS,53,VOLKSWAGEN,11,GOL GL,1,Privado,Física,V. SARMIENTO,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2011-03-31,1171,ESCOBAR Nº 1,Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,34,PEUGEOT,KK,PARTNER PATAGONICA 1.6 HDI VTC PLUS,1,Privado,Física,GARIN,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2008-06-27,1171,ESCOBAR Nº 1,Buenos Aires,Nacional,2008,17,SEDAN 5 PTAS,34,PEUGEOT,FS,206 X-LINE 1.4 5P,1,Privado,Física,MAQUINISTA F. SAVIO ESTE,BUENOS AIRES,Femenino,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2014-10-08,1174,LA MATANZA Nº 07,Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,34,PEUGEOT,ML,308 ALLURE 1.6N NAV,1,Privado,Física,RAFAEL CASTILLO,BUENOS AIRES,Masculino,1974,ARGENTINA,100,06,200
COMUNICACIÓN DE RECUPERO,2024-12-02,2019-08-29,1174,LA MATANZA Nº 07,Buenos Aires,Importado,2019,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,634,TIGUAN 1.4 TSI DSG,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Femenino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2012-01-03,1174,LA MATANZA Nº 07,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,08,CHEVROLET,DK,CLASSIC 4 PTAS LT SPIRIT 1.4N,1,Privado,Física,RAFAEL CASTILLO,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2015-06-29,1176,SAN ISIDRO Nº 05,Buenos Aires,Protocolo 21,2015,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,SAN ISIDRO,BUENOS AIRES,Masculino,2005,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2009-01-07,1177,LOMAS DE ZAMORA Nº 6,Buenos Aires,Nacional,2009,22,FURGON,37,RENAULT,UR,KANGOO CONFIRT 1.5 DCI CD AA DA SVT 1P,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2015-02-05,1180,CAMPANA Nº 2,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,07,CITROEN,CC,C4 LOUNGE HDI 115 TENDANCE AM15,1,Privado,Física,CAMPANA,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2015-12-11,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Importado,2015,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,365,VOLKSWAGEN VENTO 2.5,1,Privado,Física,VILLA BOSCH,BUENOS AIRES,No identificado,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2012-10-30,1183,OLIVOS Nº 06,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,08,CHEVROLET,DK,CLASSIC 4 PTAS LT SPIRIT 1.4N,1,Privado,Física,CARAPACHAY,BUENOS AIRES,Femenino,1959,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2003-11-03,1185,ADROGUE Nº 3,Buenos Aires,Protocolo 21,2003,02,SEDAN 4 PTAS,024,CHEVROLET,355,ASTRA GLS 2.0 DTI,1,Privado,Física,MINISTRO RIVADAVIA,BUENOS AIRES,No identificado,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2003-04-16,1185,ADROGUE Nº 3,Buenos Aires,Protocolo 21,2003,05,SEDAN 5 PTAS,047,FORD,583,FIESTA AMBIENTE 5P,1,Privado,Física,CLAYPOLE,BUENOS AIRES,Femenino,1997,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2014-01-20,1185,ADROGUE Nº 3,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,027,CITROEN,282,NUEVO C3 1.5I 90 TENDANCE PACK S,1,Privado,Física,CLAYPOLE,BUENOS AIRES,Femenino,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2005-10-04,1186,MORENO Nº 2,Buenos Aires,Protocolo 21,2005,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,MORENO,BUENOS AIRES,No identificado,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2004-09-28,1186,MORENO Nº 2,Buenos Aires,Protocolo 21,2004,04,RURAL 5 PTAS,047,FORD,597,ECOSPORT 1.6 L 4X2 XL PLUS,1,Privado,Física,MORENO,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2014-11-26,1189,FLORENCIO VARELA Nº 2,Buenos Aires,Nacional,2014,17,SEDAN 5 PUERTAS,17,FIAT,BN,PALIO (326) ESSENCE 5P 1.6 16V,1,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Femenino,1986,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2002-05-03,13001,MENDOZA Nº 01,Mendoza,Protocolo 21,2002,02,SEDAN 4 PTAS,044,FIAT,555,SIENA ELX TD,1,Privado,Física,CAPITAL,MENDOZA,Masculino,1951,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1997-07-18,13029,MENDOZA Nº 17,Mendoza,Protocolo 21,1997,04,RURAL 5 PTAS,024,CHEVROLET,137,BLAZER DLX TURBO D (4X2),1,Privado,Física,VILLA TULUMAYA,MENDOZA,Masculino,1974,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2012-07-13,13029,MENDOZA Nº 17,Mendoza,Nacional,2012,20,PICK-UP,68,TOYOTA,28,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI,1,Privado,Física,KM 8 GUAYMALLEN,MENDOZA,No identificado,1976,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2010-09-29,1199,LANUS Nº 6,Buenos Aires,Nacional,2010,17,SEDAN 5 PUERTAS,07,CITROEN,71,C4 5P 1.6I 16V X PACK LOOK,1,Privado,Física,REMEDIOS DE ESCALADA,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2013-05-17,4074,CORDOBA Nº 21,Córdoba,Protocolo 21,2013,04,RURAL 5 PUERTAS,047,FORD,998,ECOSPORT SE 1.6L MT N,1,Privado,Física,CORDOBA,CORDOBA,Masculino,1978,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2016-11-03,1202,MAR DEL PLATA Nº 09,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,37,RENAULT,2B,CLIO MIO 5P CONFORT PACK SAT,1,Privado,Física,BATÁN,BUENOS AIRES,Femenino,1958,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2008-01-23,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Nacional,2008,20,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0 D,1,Privado,Física,GRAND BOURG,BUENOS AIRES,No identificado,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2008-08-25,13030,MENDOZA Nº 18,Mendoza,Nacional,2008,22,FURGON,37,RENAULT,UM,KANGOO CONFORT 1.6 CD AA DA SVT 1PL,1,Privado,Física,VILLA NUEVA,MENDOZA,No identificado,1974,ARGENTINA,100,50,200
COMUNICACIÓN DE RECUPERO,2024-12-02,2017-06-30,1204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,2017,41,FAMILIAR,37,RENAULT,2Z,KANGOO PH3 CONFORT PACK 1.6 5 ASIENTOS 2P,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Femenino,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2001-04-18,1204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,2001,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,254,GOL COUNTRY 1.9SD,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1996-08-16,21068,ROSARIO Nº 17,Santa Fe,Nacional,1996,,BERLINA 5 PTAS,37,RENAULT,BC,CLIO RT 5 PTAS AA DA,1,Privado,Física,GRANADERO BAIGORRIA,SANTA FE,No identificado,1981,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2006-03-28,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2006,12,SEDAN 4 PTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6N,1,Privado,Física,9 DE ABRIL-E-ECHEVERRIA,BUENOS AIRES,Masculino,1954,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2005-03-21,1211,QUILMES Nº 6,Buenos Aires,Protocolo 21,2005,05,SEDAN 5 PTAS,136,VOLKSWAGEN,283,GOL 1.9 SD,1,Privado,Física,SAN FCO.SOLANO,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1998-12-29,1211,QUILMES Nº 6,Buenos Aires,Importado,1998,02,SEDAN 4 PTAS,115,ROVER,019,416 SI,1,Privado,Física,SAN FRANSISCO SOLANO,BUENOS AIRES,No identificado,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2017-12-22,1255,LOMAS DE ZAMORA Nº 8,Buenos Aires,Importado,2017,04,RURAL 5 PUERTAS,024,CHEVROLET,549,CAPTIVA LS 2.4 M/T,1,Privado,Física,TEMPERLEY,BUENOS AIRES,No identificado,1982,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2018-09-21,1255,LOMAS DE ZAMORA Nº 8,Buenos Aires,Nacional,2018,12,SEDAN 4 PUERTAS,17,FIAT,CJ,CRONOS DRIVE 1.3 MT,1,Privado,Física,TEMPERLEY,BUENOS AIRES,Femenino,1971,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2013-12-20,1257,MORENO Nº 3,Buenos Aires,Nacional,2013,20,PICK-UP,68,TOYOTA,38,HILUX 4X2 CABINA DOBLE SR C/AB 3.0 TDI,1,Privado,Física,TRUJUI,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2005-09-13,1260,FLORENCIO VARELA Nº 3,Buenos Aires,Nacional,2006,12,SEDAN 4 PTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6N,1,Privado,Física,VILLA VATTEONE,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2011-02-07,1260,FLORENCIO VARELA Nº 3,Buenos Aires,Nacional,2011,22,FURGON,37,RENAULT,VW,KANGOO CONFORT 1.6CD AA DA SVT1PL(600KG),1,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2023-01-20,1260,FLORENCIO VARELA Nº 3,Buenos Aires,Nacional,2023,12,SEDAN 4 PUERTAS,17,FIAT,CP,CRONOS DRIVE 1.3 GSE BZ,1,Privado,Física,VILLA VATTEONE,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2012-01-31,1264,ADROGUE Nº 5,Buenos Aires,Protocolo 21,2012,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,GLEW-.-,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2012-08-22,1264,ADROGUE Nº 5,Buenos Aires,Protocolo 21,2012,02,SEDAN 4 PTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,LONGCHAMPS,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1998-02-09,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Importado,1998,10,TODO TERRENO,055,HONDA,540,CRV,1,Privado,Física,TORTUGUITAS,BUENOS AIRES,Masculino,1972,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1999-08-06,1269,LA MATANZA Nº 12,Buenos Aires,Nacional,1999,20,PICK-UP,19,FORD,KG,RANGER XL C/C 4X2 D,1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2008-09-19,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,2008,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,JOSE C. PAZ,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2014-07-14,1271,JOSE C. PAZ Nº 2,Buenos Aires,Nacional,2014,12,SEDAN 4 PUERTAS,37,RENAULT,YP,FLUENCE 1.6 16V CONFORT PLUS,1,Privado,Física,JOSE C PAZ,BUENOS AIRES,No identificado,1992,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2008-06-03,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,2008,05,SEDAN 5 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,JOSE C PAZ,BUENOS AIRES,Masculino,1972,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2005-05-12,1273,MORENO Nº 4,Buenos Aires,Protocolo 21,2005,11,PICK UP,024,CHEVROLET,346,S10 2.8STD T.INTERC.4X4(CAB.DOB),1,Privado,Física,MORENO,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2006-07-19,1273,MORENO Nº 4,Buenos Aires,Nacional,2006,17,SEDAN 5 PTAS,37,RENAULT,MA,CLIO 1.5 AUTENTIQUE DIESEL AA F4,1,Privado,Física,TRUJUI,BUENOS AIRES,No identificado,1974,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1998-03-03,1274,SAN CLEMENTE DEL TUYU,Buenos Aires,Protocolo 21,1998,22,SEDAN 3 PTAS,024,CHEVROLET,103,CORSA GL 1.6 MPFI,1,Privado,Física,SANTA TERESITA,BUENOS AIRES,Femenino,1959,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2005-06-03,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,2005,05,SEDAN 5 PTAS,112,RENAULT,515,MEGANE SCENIC 16 V,1,Privado,Física,MASCHWITZ,BUENOS AIRES,Masculino,1982,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1993-11-01,1282,LOMAS DE ZAMORA Nº 9,Buenos Aires,Protocolo 21,1993,12,FAMILIAR,,FIAT,,DUNA WEEKEND 1.7,1,Privado,Física,LLAVALLOL-L. DE ZAMORA,BUENOS AIRES,No identificado,1960,ARGENTINA,100,06,200
COMUNICACIÓN DE RECUPERO,2024-12-02,2012-08-13,1286,LA PLATA Nº 15,Buenos Aires,Nacional,2012,20,PICK-UP,68,TOYOTA,24,HILUX 4X2 CABINA DOBLE SRV 3.0 TDI,1,Privado,Física,LOS HORNOS,BUENOS AIRES,Masculino,1988,BOLIVIA,50,06,202
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2007-02-28,1287,ITUZAINGO Nº 3,Buenos Aires,Nacional,2007,20,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0D,1,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Masculino,1960,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2011-05-27,1289,QUILMES Nº 9,Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,34,PEUGEOT,JK,207 COMPACT XS 1.4 5P,1,Privado,Física,EZPELETA - PARTIDO: QUILMES,BUENOS AIRES,No identificado,1969,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1999-01-12,1290,LA MATANZA Nº 13,Buenos Aires,Nacional,1999,,SEDAN,08,CHEVROLET,62,CORSA 4P GL 1.7 DIES BASE,1,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1952,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2014-02-06,1290,LA MATANZA Nº 13,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,104,PEUGEOT,708,208 FELINE 1.6 N PACK CUIR,1,Privado,Física,VILLA LUZURIAGA,BUENOS AIRES,Masculino,1993,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2018-07-23,1290,LA MATANZA Nº 13,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,638,POLO TRENDLINE 1.6 MSI 110CV,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1992,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2013-02-18,1290,LA MATANZA Nº 13,Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,08,CHEVROLET,DR,CLASSIC 4P LT SPIRIT PACK 1.4N,1,Privado,Física,VILLA LUZURIAGA,BUENOS AIRES,Masculino,1980,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1997-10-27,1295,EZEIZA Nº 2,Buenos Aires,Nacional,1997,12,SEDAN 4 PTAS,34,PEUGEOT,38,306 SL 1.8,1,Privado,Física,EZEIZA,BUENOS AIRES,Masculino,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2019-01-02,1296,MAR DEL PLATA Nº 12,Buenos Aires,Protocolo 21,2019,05,SEDAN 5 PUERTAS,130,TOYOTA,912,ETIOS XLS 1.5 6M/T,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1942,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2004-11-19,1218,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Protocolo 21,2004,22,SEDAN 3 PTAS,127,SUZUKI,698,FUN 1.0,1,Privado,Física,MORON,BUENOS AIRES,Masculino,1994,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2006-01-12,1300,SAN MARTIN Nº 9,Buenos Aires,Protocolo 21,2006,02,SEDAN 4 PUERTAS,044,FIAT,600,SIENA FIRE 1242 MPI 16V,1,Privado,Física,SAN MARTIN,BUENOS AIRES,Femenino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2008-06-27,1305,HURLINGHAM Nº 3,Buenos Aires,Nacional,2008,17,SEDAN 5 PTAS,34,PEUGEOT,HX,206 XS PREMIUM HDI 5P,1,Privado,Física,CASTELAR,BUENOS AIRES,Femenino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1999-04-07,1307,LANUS Nº 10,Buenos Aires,Nacional,1999,18,SEDAN 3 PTAS,17,FIAT,20,PALIO EL 3P,1,Privado,Física,LANUS OESTE,BUENOS AIRES,Femenino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2009-10-20,1310,LA PLATA Nº 17,Buenos Aires,Protocolo 21,2009,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,SAN CARLOS,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2008-01-02,1316,JOSE C. PAZ Nº 3,Buenos Aires,Protocolo 21,2008,05,SEDAN 5 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,JOSE C.PAZ,BUENOS AIRES,Masculino,1953,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1999-01-29,21073,VILLA GOBERNADOR GÁLVEZ,Santa Fe,Nacional,1999,,BERLINA 3 PUERTAS,37,RENAULT,CA,CLIO RL 3PTAS,1,Privado,Física,VILLA GOBERNADOR GÁLVEZ,SANTA FE,Femenino,1991,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2011-10-12,1317,ADROGUE Nº 6,Buenos Aires,Protocolo 21,2011,05,SEDAN 5 PTAS,044,FIAT,592,UNO FIRE 1242 MPI 8V,1,Privado,Física,CLAYPOLE,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2014-05-14,1317,ADROGUE Nº 6,Buenos Aires,Nacional,2014,20,PICK-UP,19,FORD,WH,RANGER2 DC 4X2 XL SAFETY 2.2L D,1,Privado,Física,BURZACO,BUENOS AIRES,No identificado,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2007-03-06,21074,SANTA FE Nº 7,Santa Fe,Nacional,2007,17,SEDAN 5 PTAS,37,RENAULT,SL,MEGANE BIC 1.6 L PACK PLUS,1,Privado,Física,SANTA FE,SANTA FE,Masculino,1997,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2012-09-05,1221,PILAR Nº 2,Buenos Aires,Importado,2012,05,SEDAN 5 PTAS,G89,CHERY,007,QQ LIGHT,1,Privado,Física,PILAR,BUENOS AIRES,Femenino,1990,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2016-03-16,2009,CAPITAL FEDERAL Nº 009,Ciudad Autónoma de Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,024,CHEVROLET,589,SPIN 1.8 N LT M/T,2,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1966,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,2010-06-25,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Buenos Aires,Protocolo 21,2010,02,SEDAN 4 PUERTAS,112,RENAULT,771,LOGAN PH2 PACK PLUS 1.6 8V,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1952,ARGENTINA,100,02,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-02,1998-11-26,2024,CAPITAL FEDERAL Nº 024,Ciudad Autónoma de Buenos Aires,Importado,1998,10,TODO TERRENO,055,HONDA,729,CRV I,1,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1975,ARGENTINA,100,02,200
